US Node ID 2012,DS Node ID  2012,Link Type 2012,System Type 2012,Conduit Material 2012,Site Condition 2012,Ground Condition 2012,Shape ID 2012,Conduit Width 2012,Conduit Height 2012,Bottom Roughness 2012,Top Roughness 2012,Conduit Length 2012 (ft),US Invert Level 2012 (ft),DS Invert Level 2012 (ft)
C54.001,R54,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,457.2000086,457.2000086,0.015,0.015,257.5449638,1.04,0.42
954832,98,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1676.400032,2133.60004,0.015,0.015,1240.173568,1.067643543,0.042
99,954832,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,812.8000153,0.015,0.015,297.3544447,1.322,0.662
C17.001,R17,Cond,combined,UNKN,ROAD,SUBURBS,RECT,710.1840134,1066.80002,0.015,0.015,447.6687294,1.402,-1.728
81,75,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1676.400032,1676.400032,0.015,0.015,814.2471143,1.482,0.482
117,98,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1524.000029,0.015,0.015,468.6567503,1.492,-0.158
90,91,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,1524.000029,0.015,0.015,263.921798,1.492,-0.508
72,39040,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1676.400032,0.015,0.015,631.6472454,1.532,-0.848
70,69,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,1676.400032,0.015,0.015,730.7026903,1.682,-0.398
C14.001,392731,Cond,combined,UNKN,ROAD,SUBURBS,RECT,812.8000153,1219.200023,0.015,0.015,776.0609682,1.732,-0.128
09!,C57.001,Cond,combined,UNKN,ROAD,SUBURBS,RECT,914.4000172,660.4000124,0.015,0.015,869.1841988,1.78,-2.23
R51.02,R51.03,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,914.4000172,914.4000172,0.015,0.015,1492.095326,1.822,-3.418
R61,WI61-061,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,100.3291639,1.87,1.5
R61,WI61-061,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1028.700019,1028.700019,0.015,0.015,100.3291639,1.87,1
C28.001,R28,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,381.0000072,381.0000072,0.015,0.015,605.7874918,1.952,-2.778
95178,117,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1524.000029,0.015,0.015,116.2357855,1.984438705,1.492
13184225,72,Cond,combined,UNKN,ROAD,SUBURBS,5'X5' 1FT CIRC BOTTOM,1524.000029,1524.000029,0.015,0.015,159.2809642,1.992,1.532
usTG60A,TG60A,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2425.700046,2286.000043,0.015,0.015,4013.166557,2,-5.25
C50.001,R50,Cond,combined,UNKN,ROAD,SUBURBS,RECT,609.6000115,1066.80002,0.015,0.015,340.7880711,2.012,-0.738
8,1010,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,325.5311414,2.5,1.01
1384224,13184225,Cond,combined,UNKN,ROAD,SUBURBS,4'X5' 1FT CIRC BOTTOM,1524.000029,1371.600026,0.015,0.015,260.0994271,2.862,2.002
WeirChamber,4030u,Cond,storm,UNKN,ROAD,SUBURBS,RECT,6096.000115,3048.000057,0.015,0.015,50.16458196,3,3
82,70,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1219.200023,0.015,0.015,514.7285572,3.192,1.682
C02.001,R02A,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,2590.800049,0.015,0.015,723.5739302,3.242,-2.258
E92St_1Ave,C15.001,Cond,combined,UNKN,ROAD,SUBURBS,RECT,711.2000134,1066.80002,0.015,0.015,763.8756661,3.392,-3.438
E92St_1Ave,C14.001,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,708.7185094,3.392,-0.928
C53.007,391255,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2438.400046,2616.200049,0.015,0.015,1004.796577,3.49,-2.26
73,66,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1270.000024,1574.80003,0.015,0.015,1780.47767,3.67,-3.01
77,82,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,50.16458196,3.752,3.192
77,70,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,2057.400039,0.015,0.015,450.5830182,3.752,1.682
4030u,4030,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,2438.400046,2438.400046,0.018,0.018,401.3166557,3.8,4
4030,C67.007,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,2438.400046,2438.400046,0.018,0.018,2056.74786,4,0.688
D1,WI--977,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4,-0.15
D10,WI--908,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4,-0.15
D11,WI--184,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4,-0.15
D13,WI--507,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4,-0.15
WI-614,WIB-614,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,288.1858963,4,2
D12,WI--826,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D14,WI--870,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D15,WI--189,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D16,WI--832,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D18,WI--102,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D19,WI--105,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D3,WI--821,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
D9,WI--840,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
WI-609,WIM-609,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,180.4783346,4.142,2.142
WI-610,WIM-610,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,273.4584509,4.142,2.142
WI-883,WI--883,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,4.142,-0.008
WI-887,WI--887,Cond,storm,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,267.5701306,4.142,2.142
C53.008,C53.007,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2590.800049,2438.400046,0.015,0.015,569.7693219,4.2,3.49
W114St_LenoxAve,94,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,898.3637105,4.259089026,1.942
R51.01,R51.02,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,914.4000172,914.4000172,0.015,0.015,937.9773535,4.272,1.822
89,90,Cond,combined,UNKN,ROAD,SUBURBS,5'X6' 1FT CIRC BOTTOM,1828.800034,1524.000029,0.015,0.015,1053.510962,4.682,1.492
116,95178,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1524.000029,0.015,0.015,643.4376938,4.712,1.984438705
WI10-011,RW10-011,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,476.9146807,4.782,-3.858
105,99,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1727.200032,1524.000029,0.015,0.015,1062.994756,4.822,1.142
39880,C53.008,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2565.400048,2438.400046,0.015,0.015,707.3206057,5.075,4.2
W115St_LenoxAve,W114St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,270.6999279,5.212,4.562
C62.004,C62.002,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3352.800063,4267.20008,0.015,0.015,2444.379618,5.32,0.67
87,1384224,Cond,combined,UNKN,ROAD,SUBURBS,4'X5' 1FT CIRC BOTTOM,1524.000029,1219.200023,0.015,0.015,752.4206368,5.432,2.862
71,116,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1524.000029,0.015,0.015,401.0190631,5.692,5.692
391358,39880,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2540.000048,2438.400046,0.015,0.015,594.0253581,5.810265532,5.07521391
93,W115St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,265.4508139,5.892,5.212
307,8,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,384.4229196,6,2.5
48,54,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1625.600031,1828.800034,0.015,0.015,853.555178,6.02,-0.1
115,71,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1524.000029,0.015,0.015,76.69111916,6.022,5.692
C71.001,R71,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,457.2000086,457.2000086,0.015,0.015,269.0828176,6.11,1.9
283410,89,Cond,combined,UNKN,ROAD,SUBURBS,5'X5' 1FT CIRC BOTTOM,1524.000029,1524.000029,0.015,0.015,534.9106652,6.212,4.682
W117St_LenoxAve,93,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,307.8997264,6.222,5.892
R52.03,R51.01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,762.0000143,762.0000143,0.015,0.015,1077.836208,6.392,4.272
C53.009,391358,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2514.600047,2438.400046,0.015,0.015,646.320474,6.61,5.81
C67.008,C67.007,Cond,combined,UNKN,ROAD,SUBURBS,"96""X76"" (1639)",2438.400046,1930.400036,0.015,0.015,580.3038841,6.66,0.83
BR63.02,BR63.03,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,381.0000072,381.0000072,0.015,0.015,200.6583278,6.7,-7.1
86,82,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1828.800034,0.015,0.015,829.5173415,6.772,3.222
W118St_LenoxAve,W117St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,251.8502034,6.892,6.222
88,283410,Cond,combined,UNKN,ROAD,SUBURBS,4'X5' 1FT CIRC BOTTOM,1524.000029,1219.200023,0.015,0.015,291.004286,7.042,6.212
C03.001,R03,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,609.6000115,0.015,0.015,656.6543779,7.342,-1.408
85,77,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1524.000029,0.015,0.015,325.7617183,7.392,3.752
C53.010,C53.009,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2438.400046,2489.301647,0.015,0.015,642.8089533,7.41,6.61
42,C62.004,Cond,combined,UNKN,ROAD,SUBURBS,RECT,4216.400079,3352.800063,0.015,0.015,1120.77709,7.44,5.32
101,115,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,438.4191301,7.542,6.022
W119St_LenoxAve,W118St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,277.5603192,7.562,6.892
C60.006,C60.005,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2006.498438,2133.60004,0.015,0.015,1157.316972,7.57,3.04
R52.02,R52.03,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,762.0000143,762.0000143,0.015,0.015,971.7882818,7.862,6.382
63,C68.001,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,2082.800039,0.015,0.015,1753.475436,8,-3.55
WI79-053,RW79-053,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,1219.200023,0.015,0.015,302.9940751,8,-3.75
39711,C53.010,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2438.400046,2413.000045,0.015,0.015,533.4501646,8.1,7.41
W120St_LenoxAve,W119St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,272.5700397,8.222,7.562
R63,BR63.02,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,381.0000072,381.0000072,0.015,0.015,403.323239,8.7,6.7
39171,39711,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2286.000043,2336.800044,0.015,0.015,597.359842,8.77,8.1
79,87,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,1115.26554,8.822,5.432
106,W120St_LenoxAve,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,270.5696922,8.892,8.222
84,85,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1371.600026,0.015,0.015,513.4220414,9.022,7.392
WI51-051,RW51-051,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,241.9538117,9.142,4.802
C53.011,39171,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2667.00005,2286.000043,0.015,0.015,488.9040158,9.44,8.77
C01.001,R01,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,609.6000115,0.015,0.015,608.8976959,9.652,-1.698
9999,C53.011,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2540.000048,2540.000048,0.015,0.015,118.298812,9.739,9.56
9999,C53.011,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2540.000048,2540.000048,0.015,0.015,118.298812,9.739,9.56
C04.001,R04,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,609.6000115,0.015,0.015,639.1971034,9.842,-1.178
80,84,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,795.270972,10.292,9.022
C34.001,R34,Cond,combined,UNKN,ROAD,SUBURBS,RECT,711.2000134,1066.80002,0.015,0.015,288.9479921,10.812,-3.148
62,63,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1727.200032,0.015,0.015,404.585227,10.94,8
96,98,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1981.200037,1981.200037,0.015,0.015,1084.50654,11.022,-0.158
94,96,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,198.0823942,11.162,11.022
94,96,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,198.0823942,11.162,11.022
94,96,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,198.0823942,11.162,11.022
C62.M01,C53.011,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2286.000043,2286.000043,0.015,0.015,493.2181699,11.25,9.44
74,86,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1371.600026,0.015,0.015,853.4924698,11.282,6.772
BR78.01,PS-RDale.2,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,508.0000096,508.0000096,0.015,0.015,116.9838051,11.55,11.32
27,42,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2590.800049,0.015,0.015,1345.376938,11.58742921,8.42
C05.001,R05,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,711.2000134,0.015,0.015,676.8205398,11.842,-1.768
WIB--08,WI--207,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,910.0625524,12,10
WIB--936,WI--936,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,274.5529706,12,10
WIB--950,WI--950,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,744.0742514,12,10
WIB--951,WI--951,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,768.2457292,12,10
WIB--982,WI--982,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,750.9165078,12,10
WIB--984,WI--984,Cond,overland,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,1738.396486,12,10
107,106,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,776.5324777,12.042,8.892
BR64.01,R64.01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,557.7840105,557.7840105,0.015,0.015,391.8857143,12.44,9.315
VCLLB11,VCLLB03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,846.2819632,12.5,10.5
C62.M21,C62.002,Cond,combined,UNKN,ROAD,SUBURBS,"7'6''X9""",2324.100044,2717.800051,0.015,0.015,1574.164582,12.54,6.28
C62.M02,C62.M01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2286.000043,2286.000043,0.015,0.015,1284.01264,12.71,11.25
C53.M01,9999,Cond,combined,UNKN,ROAD,SUBURBS,13'X8.5,3962.400074,2590.800049,0.015,0.015,1739.971493,12.85,9.739256884
28,C60.006,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2006.498438,2133.60004,0.015,0.015,1287.608481,13.21562314,7.57
108,93,Cond,combined,UNKN,ROAD,SUBURBS,EGG,1219.200023,1371.600026,0.015,0.015,780.2586756,13.402,5.892
16,27,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2590.800049,0.015,0.015,792.4817501,13.45323499,11.58742921
C60.007,28,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2006.498438,2133.60004,0.015,0.015,135.5607097,13.81,13.21562314
53,48,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1828.800034,0.015,0.015,1461.179496,14,6.02
WI78-054,RW78-054,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2286.000043,2286.000043,0.015,0.015,465.3266623,14.08,-4.86
C06.001,R06,Cond,combined,UNKN,ROAD,SUBURBS,RECT,914.4000172,609.6000115,0.015,0.015,689.0606978,14.102,-1.728
C62.M22,C62.M21,Cond,combined,UNKN,ROAD,SUBURBS,"7'6''X9""",2286.000043,2743.200052,0.015,0.015,401.3166557,14.14,12.54
391395,C62.M02,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2286.000043,2260.600042,0.015,0.015,402.9219223,14.3,12.71
39577,C53.M01,Cond,combined,UNKN,ROAD,SUBURBS,13'X8.5,3962.400074,2590.800049,0.015,0.015,788.6875576,14.35,12.85
C67.009,C67.008,Cond,combined,UNKN,ROAD,SUBURBS,"95""X75"" (1639)",2286.000043,1905.000036,0.015,0.015,1628.041343,14.39,6.66
VCLLB02,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB03,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB05,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB06,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB07,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB18,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB19,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLLB20,VCL Lower,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLUB03,VCL Upper,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLUB07,VCL Upper,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLUBN02,TB_Mid,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
VCLUBN03,TB_Mid,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,14.5,14
WI64-059,RW64-059,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,596.155892,14.83,5.554
VCLLB12,VCLLB11,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,848.5074718,15,12.5
391472,391395,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2286.000043,2209.800042,0.015,0.015,236.4758394,15.11,14.3
Maple Pond,Sycamore Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,2438.400046,1219.200023,0.04,0.04,100.3291639,15.2,15
12,39577,Cond,combined,UNKN,ROAD,SUBURBS,13'X8.5,3810.000072,2590.800049,0.015,0.015,466.1019421,15.44883243,14.35
VCLLB01,VCLLB19,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,803.2314642,15.5,15
VCLLB10,VCLLB05,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,364.7531986,15.5,15
VCLLB17,VCLLB18,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,262.4736912,15.5,15
VCLUB02,VCLUB03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,2173.745604,15.5,15
VCLUB04,VCLUB03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,930.8341991,15.5,15
VCLUB05,VCLUB07,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,432.3616844,15.5,15
VCLUBN01,VCLUBN02,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,629.8491354,15.5,15
Sycamore Pond,TB_Mid,Cond,storm,UNKN,ROAD,SUBURBS,RECT,2590.800049,1219.200023,0.04,0.04,601.9749835,15.6,15
391524,391472,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,2184.400041,0.015,0.015,254.4347597,15.87,15.03
11,16,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2590.800049,0.015,0.015,1097.881118,16.03813589,13.45323499
Elm Pond,Maple Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,2438.400046,1219.200023,0.04,0.04,100.3291639,16.4,16
C64.001,R64,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,200.6583278,16.47,14.73
C62.M03,391524,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2286.000043,2133.60004,0.015,0.015,230.0547729,16.5,15.87
VCLLB04,VCLLB03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,722.277121,16.5,16
VCLLB08,VCLLB07,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,604.0955597,16.5,16
VCLLB09,VCLLB06,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,1227.867105,16.5,16
VCLUB06,VCLUB05,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,957.6919488,16.5,16
VCLUBN04,VCLUBN03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,856.5462452,16.5,16
C53.M02,12,Cond,combined,UNKN,ROAD,SUBURBS,13'X8.5,3810.000072,2590.800049,0.015,0.015,492.5432192,16.61,15.44883243
40,11,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2590.800049,0.015,0.015,293.924008,16.65,16.038
C62.M03,C53.M02,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,3810.000072,3810.000072,0.015,0.015,50.16458196,16.65,16.61
C62.M04,C53.M04,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2438.400046,1676.400032,0.015,0.015,141.363792,16.93,16.45
C62.M04,40,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2133.60004,2133.60004,0.015,0.015,241.7455136,16.93,16.65
61,62,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1727.200032,1371.600026,0.015,0.015,1096.396237,17.12,10.94
C53.M04,C62.M03,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,396.601185,17.31,16.61
C62.M23,C62.M22,Cond,combined,UNKN,ROAD,SUBURBS,"7'6''X9""",2286.000043,2743.200052,0.015,0.015,802.6333114,17.33,14.14
C51.001,R51,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,328.4776827,17.332,11.442
391953,C60.007,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1879.600035,1727.200032,0.015,0.015,1127.800132,17.38,13.81
BR09.01,R09.01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,304.8000057,304.8000057,0.015,0.015,256.1002238,17.382,15.972
VCLLB13,VCLLB09,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,1727.664139,17.5,17
VCLLB14,VCLLB09,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,1996.691375,17.5,17
VCLLB15,VCLLB08,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,643.5498456,17.5,17
VCLLB16,VCLLB09,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,1118.801583,17.5,17
C63.001,R63,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,762.0000143,762.0000143,0.015,0.015,236.7768269,17.54,10.93
C10.001,R10,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,812.8000153,0.015,0.015,465.6276498,17.662,6.092
C60.M01,391953,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,185.3079658,18.37,17.38
WI09-010,RW09-010,Cond,combined,UNKN,ROAD,SUBURBS,RECT,710.1840134,381.0000072,0.015,0.015,149.4904542,18.412,15.772
Birch01,Birch Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,18.5,18
Birch02,Birch Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,18.5,18
Sycamore01,Sycamore Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,18.5,18
Sycamore02,Sycamore Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,18.5,18
